date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:19:33	103160/103160	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2020%20Sep%202022%2004:19:34%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Meus%20Sites/Reconquista%20suprema/connect.facebook.net/en_US/fbevents.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:34	35942/35942	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2004:19:34%20GMT	https://reconquistahipnotica.com/pv/	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/pv/index.html	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:34	2718/2718	---MCZ	200	added ('OK')	application/javascript	etag:W/%227c142c1552fc2da597e87240f3efb237%22	https://cdn.converteai.net/29cc2237-16d4-4f90-ae96-fb3140b1a4f7/players/61784d0366b6c70009defce5/player.js	C:/Meus%20Sites/Reconquista%20suprema/cdn.converteai.net/29cc2237-16d4-4f90-ae96-fb3140b1a4f7/players/61784d0366b6c70009defce5/player.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:34	18468/18468	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2017:37:25%20GMT	https://reconquistahipnotica.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.6.3	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-content/plugins/elementor/assets/lib/animations/animations.mina767.css	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:35	1057/1057	---M--	200	added ('OK')	application/javascript	date:Tue,%2027%20Oct%202020%2010:30:08%20GMT	https://reconquistahipnotica.com/wp-content/themes/twentytwentyone/assets/js/polyfills.js?ver=1.3	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-content/themes/twentytwentyone/assets/js/polyfills4e44.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:35	1127/1127	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Dec%202020%2023:27:08%20GMT	https://reconquistahipnotica.com/wp-content/themes/twentytwentyone/assets/js/responsive-embeds.js?ver=1.3	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-content/themes/twentytwentyone/assets/js/responsive-embeds4e44.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:35	25839/25839	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Sep%202022%2004:19:35%20GMT	https://reconquistahipnotica.com/pv/Trident/	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/pv/Trident/index.html	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:35	4960/4960	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:37:25%20GMT	https://reconquistahipnotica.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.3	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mina767.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:35	89521/89521	---M--	200	added ('OK')	application/javascript	date:Tue,%2020%20Jul%202021%2017:44:14%20GMT	https://reconquistahipnotica.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:36	11224/11224	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2017:36:06%20GMT	https://reconquistahipnotica.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:36	14277/14277	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:37:25%20GMT	https://reconquistahipnotica.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.3	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-content/plugins/elementor/assets/js/frontend-modules.mina767.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:36	12198/12198	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:37:25%20GMT	https://reconquistahipnotica.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:36	20715/20715	---M--	200	added ('OK')	application/javascript	date:Wed,%2025%20May%202022%2005:43:41%20GMT	https://reconquistahipnotica.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-includes/js/jquery/ui/core.min0028.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:37	37741/37741	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2017:37:25%20GMT	https://reconquistahipnotica.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.3	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/wp-content/plugins/elementor/assets/js/frontend.mina767.js	(from https://reconquistahipnotica.com/pv/?fbclid=IwAR3ephGJ8V6W7nlV88E4YlRMROwUmm8uCh3jnx4mcBZ0GWg8kP5jI0iuNMI)
01:19:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Sep%202022%2004:19:37%20GMT	https://reconquistahipnotica.com/pv/c	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/pv/c	(from https://connect.facebook.net/en_US/fbevents.js)
01:19:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Sep%202022%2004:19:37%20GMT	https://reconquistahipnotica.com/pv/b	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/pv/b	(from https://connect.facebook.net/en_US/fbevents.js)
01:19:37	25839/25839	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Sep%202022%2004:19:38%20GMT	https://reconquistahipnotica.com/pv/POST	C:/Meus%20Sites/Reconquista%20suprema/reconquistahipnotica.com/pv/POST	(from https://connect.facebook.net/en_US/fbevents.js)
